Rank,Time,Name,Code,Date of Birth,Place,City,Date,Gender,Event
840,27:36.5,Wilberforce Kapkeny Talel,KEN,10/01/1980,2,Praha,05/06/2000,Men,"10,000 m"
841,27:36.5,Mebrahtom Keflezighi,USA,05/05/1975,1,Sacramento,09/07/2004,Men,"10,000 m"
842,27:36.5,Simon Maina Munyi,KEN,18/03/1978,1,Hachioji,30/11/1997,Men,"10,000 m"
843,27:36.5,Domingos Castro,POR,22/11/1963,6,Athínai,06/08/1997,Men,"10,000 m"
844,27:36.5,Daniele Meucci,ITA,07/10/1985,4,Palo Alto,04/05/2014,Men,"10,000 m"
845,27:36.6,Bernard Kimani,KEN,10/09/1993,2,Machida,29/11/2014,Men,"10,000 m"
846,27:36.6,Brendan Foster,GBR,12/01/1948,1,London,09/09/1977,Men,"10,000 m"
846,27:36.6,Joshua Chelanga,KEN,07/04/1973,6,Bruxelles,22/08/1997,Men,"10,000 m"
848,27:36.6,Gerard Tebroke,NED,09/11/1949,6,Praha,29/08/1978,Men,"10,000 m"
849,27:36.7,Zakayo Ngatho,KEN,18/03/1978,1,Kobe,28/04/2002,Men,"10,000 m"
850,27:36.7,Mark Nenow,USA,16/11/1957,2,Walnut,24/04/1982,Men,"10,000 m"
851,27:36.7,Abdelrahim Zitouna,MAR,20/12/1970,6,Hengelo,31/05/1997,Men,"10,000 m"
852,27:36.8,Paul Tanui,KEN,22/12/1990,7,Nairobi,26/06/2010,Men,"10,000 m"
853,27:36.8,Francis Kiprop,KEN,04/06/1982,11,Bruxelles,30/08/2002,Men,"10,000 m"
854,27:36.8,Shadrack Kipchirchir,KEN,22/02/1989,5,Palo Alto,04/05/2014,Men,"10,000 m"
855,27:36.8,Karl Fleschen,FRG,28/06/1955,1,Troisdorf,28/04/1979,Men,"10,000 m"
855,27:36.8,Fernando Mamede,POR,01/11/1951,1,Lausanne,30/06/1983,Men,"10,000 m"
857,27:36.9,Mark Kiptoo,KEN,21/06/1976,9,Bruxelles,05/09/2008,Men,"10,000 m"
858,27:36.9,Joseph Keino,KEN,01/01/1963,3,Berlin,10/09/1991,Men,"10,000 m"
859,27:36.9,Teodoro Cuñado,ESP,13/02/1970,2,Gijón,12/08/2000,Men,"10,000 m"
860,27:36.9,Philemon Limo,KEN,02/08/1985,8,Nairobi,26/06/2010,Men,"10,000 m"
861,27:37.0,Galen Rupp,USA,08/05/1986,13,Beijing,17/08/2008,Men,"10,000 m"
861,27:37.0,Tim Nelson,USA,27/02/1984,1,Palo Alto,02/05/2009,Men,"10,000 m"
863,00:27:37,Darren Wilson,AUS,09/08/1968,3,Melbourne,25/11/1996,Men,"10,000 m"
864,27:37.1,Henry Rono,KEN,12/02/1952,2,London,09/09/1977,Men,"10,000 m"
865,27:37.1,Paul Tanui,KEN,22/12/1990,1,Gifu,25/09/2015,Men,"10,000 m"
866,27:37.2,Bruce Bickford,USA,12/03/1957,1,Stockholm,02/07/1985,Men,"10,000 m"
868,27:37.2,Tebalu Zawude,ETH,02/11/1987,8,Hengelo,29/06/2016,Men,"10,000 m"
869,27:37.3,Samson Kimobwa,KEN,15/09/1955,1,Stockholm,04/07/1977,Men,"10,000 m"
870,27:37.3,Josphat Muchiri Ndambiri,KEN,12/02/1985,2,Kobe,23/04/2006,Men,"10,000 m"
871,27:37.4,Arturo Barrios,MEX,12/12/1963,4,Oslo,06/07/1991,Men,"10,000 m"
871,27:37.4,Wilson Omwoyo,KEN,25/11/1965,4,Berlin,10/09/1991,Men,"10,000 m"
873,27:37.4,Josphat Kiprono Menjo,KEN,20/08/1979,9,Nairobi,26/06/2010,Men,"10,000 m"
874,27:37.4,Khalid Skah,MAR,29/01/1967,5,Villeneuve d'Ascq,17/06/2000,Men,"10,000 m"
875,27:37.5,Bob Kennedy,USA,18/08/1970,4,Palo Alto,30/04/2004,Men,"10,000 m"
876,27:37.5,Antonio Prieto,ESP,11/01/1958,5,Oslo,14/07/1990,Men,"10,000 m"
876,27:37.5,Teodoro Vega,MEX,14/07/1976,4,Pontevedra,20/07/2003,Men,"10,000 m"
878,27:37.6,Ben St. Lawrence,AUS,07/11/1981,1,Palo Alto,28/04/2013,Men,"10,000 m"
879,27:37.6,Alberto Cova,ITA,01/12/1958,2,Lausanne,30/06/1983,Men,"10,000 m"
879,27:37.6,Martin Irungu Mathathi,KEN,25/12/1985,2,Yamagata,26/09/2008,Men,"10,000 m"
881,27:37.6,Gerard Tebroke,NED,09/11/1949,3,London,09/09/1977,Men,"10,000 m"
882,27:37.7,Goitom Kifle,ERI,03/12/1993,5,Leiden,11/06/2016,Men,"10,000 m"
883,27:37.7,Paul Tanui,KEN,22/12/1990,1,Naruto,23/09/2011,Men,"10,000 m"
883,27:37.7,Patrick Mwaka,KEN,02/11/1992,3,Yamaguchi,10/10/2014,Men,"10,000 m"
885,27:37.7,Essa Ismail Rasheed,QAT,14/12/1986,10,Neerpelt,31/05/2008,Men,"10,000 m"
886,27:37.7,José David Galván,MEX,06/04/1973,1,Walnut,14/04/2000,Men,"10,000 m"
887,27:37.7,Essa Ismail Rasheed,QAT,14/12/1986,11,Hengelo,24/05/2008,Men,"10,000 m"
888,27:37.7,Jonathan Ndiku,KEN,18/09/1991,3,Yokohama,24/10/2009,Men,"10,000 m"
889,27:37.7,Anthony Famiglietti,USA,08/11/1978,3,Palo Alto,30/04/2006,Men,"10,000 m"
890,27:37.8,Charles Kamathi,KEN,18/05/1978,12,Helsinki,08/08/2005,Men,"10,000 m"
891,27:37.8,Saïd Bérioui,MAR,03/06/1975,6,Sydney,25/09/2000,Men,"10,000 m"
892,27:37.9,Robert Kipchumba,KEN,24/02/1984,3,Praha,18/06/2001,Men,"10,000 m"
893,27:37.9,Fernando Mamede,POR,01/11/1951,2,Paris,17/07/1980,Men,"10,000 m"
894,27:37.9,Dathan Ritzenhein,USA,30/12/1982,10,Moskva,10/07/2013,Men,"10,000 m"
895,27:38.0,Girma Assefa,ETH,20/06/1986,2,Fukuroi,18/10/2008,Men,"10,000 m"
895,27:38.0,Galen Rupp,USA,08/05/1986,8,Berlin,17/08/2009,Men,"10,000 m"
895,27:38.0,Edward Waweru,KEN,03/10/1990,2,Naruto,23/09/2011,Men,"10,000 m"
898,27:38.1,Gidamis Shahanga,TAN,04/09/1957,3,Walnut,24/04/1982,Men,"10,000 m"
899,27:38.1,Julius Gitahi,KEN,29/04/1978,2,Shizuoka,03/05/2005,Men,"10,000 m"
900,27:38.1,Juan Luis Barrios,MEX,24/06/1983,1,Birmingham,29/07/2011,Men,"10,000 m"
901,27:38.1,Josphat Muchiri Ndambiri,KEN,12/02/1985,1,Kumagaya,17/05/2008,Men,"10,000 m"
901,27:38.1,Tilahun Regessa,ETH,18/01/1990,2,Villeneuve d'Ascq,30/06/2009,Men,"10,000 m"
903,27:38.1,Tariku Bekele,ETH,21/01/1987,12,Eugene,31/05/2013,Men,"10,000 m"
904,27:38.2,Joseph Kamathi,KEN,23/11/1996,4,Yamaguchi,10/10/2014,Men,"10,000 m"
905,27:38.2,Paul Kosgei,KEN,22/04/1978,9,Bruxelles,25/08/2000,Men,"10,000 m"
906,27:38.2,James Mwangi Wangari,KEN,23/03/1994,2,Hachioji,26/11/2016,Men,"10,000 m"
907,27:38.2,Yuki Sato,JPN,26/11/1986,3,Berkeley,24/04/2009,Men,"10,000 m"
908,27:38.3,John Thuo,KEN,27/11/1985,3,Naruto,23/09/2011,Men,"10,000 m"
909,27:38.3,Kipkemboi Kimeli,KEN,30/11/1966,3,Stockholm,03/07/1989,Men,"10,000 m"
910,27:38.3,Suguru Osako,JPN,23/05/1991,2,Palo Alto,28/04/2013,Men,"10,000 m"
911,27:38.3,Daniel Komen,KEN,17/05/1976,12,Bruxelles,30/08/2002,Men,"10,000 m"
912,27:38.4,Lasse Viren,FIN,22/07/1949,1,München,03/09/1972,Men,"10,000 m"
913,27:38.4,Hendrick Ramaala,RSA,02/02/1972,1,Port Elizabeth,16/02/2001,Men,"10,000 m"
913,27:38.4,Simon Maina Munyi,KEN,18/03/1978,2,Kobe,28/04/2002,Men,"10,000 m"
915,27:38.4,Addis Abebe,ETH,05/09/1970,4,Oslo,04/07/1992,Men,"10,000 m"
915,27:38.4,Bob Kennedy,USA,18/08/1970,1,Palo Alto,07/05/1999,Men,"10,000 m"
917,27:38.4,Werner Schildhauer,GER,05/06/1959,1,Roma,04/09/1981,Men,"10,000 m"
918,27:38.5,Martin Pitayo,MEX,10/01/1960,5,Oslo,04/07/1992,Men,"10,000 m"
918,27:38.5,Gezahegne Eshetu,ETH,20/09/1982,2,Praha,27/06/2005,Men,"10,000 m"
920,27:38.5,Dathan Ritzenhein,USA,30/12/1982,5,Palo Alto,30/04/2004,Men,"10,000 m"
921,27:38.5,Dieter Baumann,GER,09/02/1965,1,Camaiore,06/04/2002,Men,"10,000 m"
922,27:38.5,Joseph Kimani,KEN,21/09/1972,1,Melbourne,14/12/1995,Men,"10,000 m"
923,27:38.6,Simon Ndirangu,KEN,01/11/1985,3,Palo Alto,29/04/2007,Men,"10,000 m"
924,27:38.6,José Rios,ESP,15/03/1974,1,Mataró,15/07/2001,Men,"10,000 m"
925,27:38.6,Dickson Marwa,TAN,06/03/1982,16,Hengelo,26/05/2007,Men,"10,000 m"
926,27:38.6,Zakariah Barie,TAN,29/05/1953,4,Walnut,24/04/1982,Men,"10,000 m"
926,27:38.6,Martin Irungu Mathathi,KEN,25/12/1985,3,Nairobi,16/07/2011,Men,"10,000 m"
928,27:38.6,Paul Kipkoech,KEN,06/01/1963,1,Roma,29/08/1987,Men,"10,000 m"
929,27:38.6,Mark Bett,KEN,22/12/1976,1,Praha,14/06/1999,Men,"10,000 m"
930,27:38.7,Yacob Jarso,ETH,05/02/1988,1,Kobe,26/04/2009,Men,"10,000 m"
931,27:38.7,Chris Derrick,USA,17/10/1990,3,Hachioji,26/11/2016,Men,"10,000 m"
932,27:38.7,Antonio Silio,ARG,09/05/1966,7,Bruxelles,03/09/1993,Men,"10,000 m"
933,27:38.7,Moses Tanui,KEN,20/08/1965,1,Tokyo,26/08/1991,Men,"10,000 m"
933,27:38.7,Khalid Skah,MAR,29/01/1967,1,London,09/09/1994,Men,"10,000 m"
935,27:38.8,Polat Arikan,TUR,12/12/1990,9,London,04/08/2012,Men,"10,000 m"
936,27:38.8,José Rios,ESP,15/03/1974,2,Camaiore,06/04/2002,Men,"10,000 m"
938,27:38.9,John Cheruiyot Korir,KEN,13/12/1981,2,Praha,14/06/1999,Men,"10,000 m"
939,27:38.9,Geoffrey Mutai,KEN,07/10/1981,4,Nairobi,16/07/2011,Men,"10,000 m"
940,27:38.9,Kassa Mekashaw,ETH,19/03/1984,3,Machida,29/11/2014,Men,"10,000 m"
940,27:38.9,Teressa Nyakora,ETH,26/02/1995,6,Machida,28/11/2015,Men,"10,000 m"
942,27:39.0,James Mwangi,KEN,23/06/1984,13,Eugene,27/05/2016,Men,"10,000 m"
943,27:39.0,Tetsuya Yoroizaka,JPN,20/03/1990,4,Machida,29/11/2014,Men,"10,000 m"
944,27:39.0,Domingos Castro,POR,22/11/1963,6,Oslo,04/07/1992,Men,"10,000 m"
945,27:39.1,Brahim Boutayeb,MAR,15/08/1967,5,Oslo,02/07/1988,Men,"10,000 m"
946,27:39.1,Steve Jones,GBR,04/08/1955,4,Oslo,09/07/1983,Men,"10,000 m"
947,27:39.2,Josphat Muchiri Ndambiri,KEN,12/02/1985,1,Kumagaya,21/05/2011,Men,"10,000 m"
948,27:39.2,Moses Kipsiro,UGA,02/09/1986,10,London,04/08/2012,Men,"10,000 m"
949,27:39.2,Alexander Mutiso,KEN,10/09/1996,4,Hachioji,26/11/2016,Men,"10,000 m"
950,27:39.3,Alan Culpepper,USA,15/09/1972,2,Palo Alto,07/05/1999,Men,"10,000 m"
950,27:39.3,Gideon Ngatuny,KEN,10/10/1986,2,Kumagaya,17/05/2008,Men,"10,000 m"
952,27:39.3,David Maritim,KEN,01/01/1979,1,Rovereto,30/08/2000,Men,"10,000 m"
953,27:39.3,Arturo Barrios,MEX,12/12/1963,5,Seoul,26/09/1988,Men,"10,000 m"
953,27:39.3,Patrick Ivuti,KEN,30/06/1978,3,Heusden-Zolder,20/07/2002,Men,"10,000 m"
955,27:39.3,Emmanuel Bett,KEN,30/03/1983,1,Melbourne,10/12/2011,Men,"10,000 m"
956,27:39.3,Samuel Wanjiru,KEN,10/11/1986,1,Fukagawa,29/06/2005,Men,"10,000 m"
957,27:39.3,Hansjörg Kunze,GDR,28/12/1959,6,Seoul,26/09/1988,Men,"10,000 m"
958,27:39.4,Paul Arpin,FRA,02/02/1960,7,Seoul,26/09/1988,Men,"10,000 m"
959,27:39.4,Alejandro Gómez,ESP,11/04/1967,3,Oslo,10/07/1993,Men,"10,000 m"
960,27:39.4,Craig Virgin,USA,02/08/1955,1,Walnut,17/06/1979,Men,"10,000 m"
960,27:39.4,Jonathan Ndiku,KEN,18/09/1991,1,Kobe,23/04/2017,Men,"10,000 m"
962,27:39.4,Richard Chelimo,KEN,21/04/1972,2,Tokyo,26/08/1991,Men,"10,000 m"
963,27:39.4,Mohamed Kedir,ETH,18/09/1954,2,Roma,04/09/1981,Men,"10,000 m"
964,27:39.5,Josphat Kiprono Menjo,KEN,20/08/1979,8,Hengelo,28/05/2006,Men,"10,000 m"
965,27:39.5,Yuki Sato,JPN,26/11/1986,3,Palo Alto,28/04/2013,Men,"10,000 m"
966,27:39.5,Salvatore Antibo,ITA,07/02/1962,3,Oslo,05/07/1986,Men,"10,000 m"
967,27:39.6,Alistair Cragg,IRL,13/06/1980,4,Palo Alto,29/04/2007,Men,"10,000 m"
968,27:39.6,Francis Kiprop,KEN,04/06/1982,5,Hengelo,31/05/2004,Men,"10,000 m"
969,27:39.6,Bernard Rotich,KEN,11/08/1986,10,Bruxelles,05/09/2008,Men,"10,000 m"
970,27:39.6,Emiel Puttemans,BEL,08/10/1947,2,München,03/09/1972,Men,"10,000 m"
971,27:39.6,Hansjörg Kunze,GDR,28/12/1959,1,Potsdam,05/06/1987,Men,"10,000 m"
972,27:39.6,Gebre-egziabher Gebremariam,ETH,10/09/1984,8,Bruxelles,14/09/2007,Men,"10,000 m"
973,27:39.7,Xolile Yawa,RSA,29/09/1962,1,Port Elizabeth,12/12/1987,Men,"10,000 m"
973,27:39.7,Josphat Bett,KEN,12/06/1990,13,Eugene,01/06/2012,Men,"10,000 m"
975,27:39.7,Anthony Famiglietti,USA,08/11/1978,4,Berkeley,24/04/2009,Men,"10,000 m"
976,27:39.7,Saïd Bérioui,MAR,03/06/1975,6,Villeneuve d'Ascq,17/06/2000,Men,"10,000 m"
977,27:39.7,Timothy Toroitich,UGA,10/10/1991,12,Eugene,29/05/2015,Men,"10,000 m"
978,27:39.8,Mike McLeod,GBR,25/01/1952,1,Bruxelles,04/09/1979,Men,"10,000 m"
978,27:39.8,Bernard Kimani,KEN,10/09/1993,7,Machida,28/11/2015,Men,"10,000 m"
980,27:39.8,Carles Castillejo,ESP,18/08/1978,2,Vigo,12/07/2008,Men,"10,000 m"
981,27:39.8,Josphat Kiprono Menjo,KEN,20/08/1979,1,Melbourne,09/12/2010,Men,"10,000 m"
982,27:39.8,Josphat Muchiri Ndambiri,KEN,12/02/1985,4,Kobe,24/04/2011,Men,"10,000 m"
983,27:39.9,Ron Clarke,AUS,21/02/1937,1,Oslo,14/07/1965,Men,"10,000 m"
984,27:39.9,Ezekiel Jafari Ngimba,TAN,17/08/1985,5,Utrecht,14/06/2009,Men,"10,000 m"
985,27:40.0,Kenta Murayama,JPN,23/02/1993,1,Nobeoka,09/05/2015,Men,"10,000 m"
986,27:40.0,Richard Nerurkar,GBR,06/01/1964,4,Oslo,10/07/1993,Men,"10,000 m"
987,27:40.1,Ilie Floroiu,ROU,29/11/1952,7,Praha,29/08/1978,Men,"10,000 m"
988,27:40.1,Hasan Mahboob Ali,BRN,31/12/1981,3,Guangzhou,26/11/2010,Men,"10,000 m"
989,27:40.1,Philemon Cheruiyot Kemei,KEN,12/02/1982,2,Rovereto,30/08/2000,Men,"10,000 m"
989,27:40.1,Vincent Yator,KEN,11/07/1989,4,Brazzaville,14/09/2015,Men,"10,000 m"
991,27:40.1,Juan Luis Barrios,MEX,24/06/1983,5,Berkeley,24/04/2009,Men,"10,000 m"
992,27:40.1,Bedan Karoki,KEN,21/08/1990,2,Melbourne,10/12/2011,Men,"10,000 m"
993,27:40.2,Samuel Muturi,KEN,02/05/1986,3,Shizuoka,03/05/2005,Men,"10,000 m"
994,27:40.2,Josphat Bett,KEN,12/06/1990,13,Eugene,29/05/2015,Men,"10,000 m"
995,27:40.2,Brent Vaughn,USA,04/09/1984,7,Palo Alto,29/04/2012,Men,"10,000 m"
996,27:40.2,Chris Derrick,USA,17/10/1990,4,Eugene,22/06/2012,Men,"10,000 m"
997,27:40.3,Edward Waweru,KEN,03/10/1990,2,Fukuoka,21/09/2012,Men,"10,000 m"
998,27:40.3,James Mwangi Murigi,KEN,15/07/1986,1,Fukuroi,14/10/2006,Men,"10,000 m"
999,27:40.3,Josphat Muchiri Ndambiri,KEN,12/02/1985,2,Kobe,26/04/2009,Men,"10,000 m"
1000,27:40.3,Domingos Castro,POR,22/11/1963,4,Lisboa,04/04/1998,Men,"10,000 m"
1,02:02:57,Dennis Kimetto,KEN,22/04/1984,1,Berlin,28/09/2014,Men,Marathon
2,02:03:02,Geoffrey Mutai,KEN,07/10/1981,1,Boston,18/04/2011,Men,Marathon
3,02:03:03,Kenenisa Bekele,ETH,13/06/1982,1,Berlin,25/09/2016,Men,Marathon
4,02:03:05,Eliud Kipchoge,KEN,05/11/1984,1,London,24/04/2016,Men,Marathon
5,02:03:06,Moses Mosop,KEN,17/07/1985,2,Boston,18/04/2011,Men,Marathon
6,02:03:13,Emmanuel Mutai,KEN,12/10/1984,2,Berlin,28/09/2014,Men,Marathon
6,02:03:13,Wilson Kipsang Kiprotich,KEN,15/03/1982,2,Berlin,25/09/2016,Men,Marathon
8,02:03:23,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,Berlin,29/09/2013,Men,Marathon
9,02:03:38,Patrick Makau,KEN,02/03/1985,1,Berlin,25/09/2011,Men,Marathon
10,02:03:42,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,Frankfurt,30/10/2011,Men,Marathon
11,02:03:45,Dennis Kimetto,KEN,22/04/1984,1,Chicago,13/10/2013,Men,Marathon
12,02:03:51,Stanley Biwott,KEN,21/04/1986,2,London,24/04/2016,Men,Marathon
13,02:03:52,Emmanuel Mutai,KEN,12/10/1984,2,Chicago,13/10/2013,Men,Marathon
14,02:03:58,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,Tokyo,26/02/2017,Men,Marathon
15,02:03:59,Haile Gebrselassie,ETH,18/04/1973,1,Berlin,28/09/2008,Men,Marathon
16,02:04:00,Eliud Kipchoge,KEN,05/11/1984,1,Berlin,27/09/2015,Men,Marathon
17,02:04:05,Eliud Kipchoge,KEN,05/11/1984,2,Berlin,29/09/2013,Men,Marathon
18,02:04:11,Eliud Kipchoge,KEN,05/11/1984,1,Chicago,12/10/2014,Men,Marathon
18,02:04:11,Tamirat Tola,ETH,11/08/1991,1,Dubai,20/01/2017,Men,Marathon
20,02:04:15,Geoffrey Mutai,KEN,07/10/1981,1,Berlin,30/09/2012,Men,Marathon
21,02:04:16,Dennis Kimetto,KEN,22/04/1984,2,Berlin,30/09/2012,Men,Marathon
22,02:04:23,Ayele Absehero,ETH,28/12/1990,1,Dubai,27/01/2012,Men,Marathon
23,02:04:24,Tesfaye Abera,ETH,31/03/1992,1,Dubai,22/01/2016,Men,Marathon
24,02:04:26,Haile Gebrselassie,ETH,18/04/1973,1,Berlin,30/09/2007,Men,Marathon
25,02:04:27,Duncan Kipkemboi Kibet,KEN,25/04/1978,1,Rotterdam,05/04/2009,Men,Marathon
25,02:04:27,James Kipsang Kwambai,KEN,28/02/1983,2,Rotterdam,05/04/2009,Men,Marathon
27,02:04:28,Sammy Kirop Kitwara,KEN,26/11/1986,2,Chicago,12/10/2014,Men,Marathon
28,02:04:29,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,London,13/04/2014,Men,Marathon
29,02:04:32,Tsegaye Mekonnen,ETH,15/06/1995,1,Dubai,24/01/2014,Men,Marathon
29,02:04:32,Dickson Chumba,KEN,27/10/1986,3,Chicago,12/10/2014,Men,Marathon
31,02:04:33,Lemi Berhanu,ETH,13/09/1994,2,Dubai,22/01/2016,Men,Marathon
32,02:04:38,Tsegay Kebede,ETH,15/01/1987,1,Chicago,07/10/2012,Men,Marathon
33,02:04:40,Emmanuel Mutai,KEN,12/10/1984,1,London,17/04/2011,Men,Marathon
34,02:04:42,Eliud Kipchoge,KEN,05/11/1984,1,London,26/04/2015,Men,Marathon
35,02:04:44,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,London,22/04/2012,Men,Marathon
36,02:04:45,Lelisa Desisa Benti,ETH,14/01/1990,1,Dubai,25/01/2013,Men,Marathon
37,02:04:46,Tsegaye Mekonnen,ETH,15/06/1995,3,Dubai,22/01/2016,Men,Marathon
38,02:04:47,Wilson Kipsang Kiprotich,KEN,15/03/1982,2,London,26/04/2015,Men,Marathon
39,02:04:48,Patrick Makau,KEN,02/03/1985,1,Rotterdam,11/04/2010,Men,Marathon
39,02:04:48,Yemane Adhane,ETH,08/04/1985,1,Rotterdam,15/04/2012,Men,Marathon
39,02:04:48,Berhanu Shiferaw,ETH,31/05/1993,2,Dubai,25/01/2013,Men,Marathon
42,02:04:49,Tadesse Tola,ETH,31/10/1987,3,Dubai,25/01/2013,Men,Marathon
43,02:04:50,Dino Sefer,ETH,28/05/1988,2,Dubai,27/01/2012,Men,Marathon
43,02:04:50,Getu Feleke,ETH,28/11/1986,2,Rotterdam,15/04/2012,Men,Marathon
45,02:04:52,Feyisa Lelisa,ETH,01/02/1990,2,Chicago,07/10/2012,Men,Marathon
45,02:04:52,Endeshaw Negesse,ETH,18/03/1988,4,Dubai,25/01/2013,Men,Marathon
47,02:04:53,Haile Gebrselassie,ETH,18/04/1973,1,Dubai,18/01/2008,Men,Marathon
47,02:04:53,Gebre-egziabher Gebremariam,ETH,10/09/1984,3,Boston,18/04/2011,Men,Marathon
47,02:04:53,Bernard Koech,KEN,31/01/1988,5,Dubai,25/01/2013,Men,Marathon
50,02:04:54,Markos Geneti,ETH,30/05/1984,3,Dubai,27/01/2012,Men,Marathon
51,02:04:55,Paul Tergat,KEN,17/06/1969,1,Berlin,28/09/2003,Men,Marathon
51,02:04:55,Geoffrey Mutai,KEN,07/10/1981,2,Rotterdam,11/04/2010,Men,Marathon
51,02:04:55,Stanley Biwott,KEN,21/04/1986,2,London,13/04/2014,Men,Marathon
54,02:04:56,Sammy Korir,KEN,12/12/1971,2,Berlin,28/09/2003,Men,Marathon
54,02:04:56,Jonathan Maiyo,KEN,05/05/1988,4,Dubai,27/01/2012,Men,Marathon
56,02:04:57,Wilson Kipsang Kiprotich,KEN,15/03/1982,1,Frankfurt,31/10/2010,Men,Marathon
57,02:04:58,Ryan Hall,USA,14/10/1982,4,Boston,18/04/2011,Men,Marathon
58,02:05:00,Eliud Kipchoge,KEN,05/11/1984,1,Rotterdam,13/04/2014,Men,Marathon
59,02:05:03,Moses Mosop,KEN,17/07/1985,3,Rotterdam,15/04/2012,Men,Marathon
60,02:05:04,Abel Kirui,KEN,04/06/1982,3,Rotterdam,05/04/2009,Men,Marathon
60,02:05:04,Kenenisa Bekele,ETH,13/06/1982,1,Paris,06/04/2014,Men,Marathon
62,02:05:06,Geoffrey Mutai,KEN,07/10/1981,1,New York City,06/11/2011,Men,Marathon
63,02:05:08,Patrick Makau,KEN,02/03/1985,1,Berlin,26/09/2010,Men,Marathon
64,02:05:10,Samuel Wanjiru,KEN,10/11/1986,1,London,26/04/2009,Men,Marathon
64,02:05:10,Geoffrey Mutai,KEN,07/10/1981,2,Berlin,26/09/2010,Men,Marathon
64,02:05:10,Tadesse Tola,ETH,31/10/1987,5,Dubai,27/01/2012,Men,Marathon
67,02:05:12,Stanley Biwott,KEN,21/04/1986,1,Paris,15/04/2012,Men,Marathon
68,02:05:13,Vincent Kipruto,KEN,13/09/1987,3,Rotterdam,11/04/2010,Men,Marathon
68,02:05:13,Markos Geneti,ETH,30/05/1984,2,Dubai,24/01/2014,Men,Marathon
68,02:05:13,Wilson Loyanai,KEN,20/11/1988,1,Seoul,20/03/2016,Men,Marathon
71,02:05:15,Martin Lel,KEN,29/10/1978,1,London,13/04/2008,Men,Marathon
72,02:05:16,Levi Matebo,KEN,03/11/1989,2,Frankfurt,30/10/2011,Men,Marathon
72,02:05:16,Sammy Kirop Kitwara,KEN,26/11/1986,3,Chicago,13/10/2013,Men,Marathon
72,02:05:16,Sisay Lemma,ETH,12/12/1990,4,Dubai,22/01/2016,Men,Marathon
75,02:05:18,Tsegay Kebede,ETH,15/01/1987,1,Fukuoka,06/12/2009,Men,Marathon
76,02:05:19,Tsegay Kebede,ETH,15/01/1987,1,London,25/04/2010,Men,Marathon
77,02:05:20,Tsegay Kebede,ETH,15/01/1987,2,London,26/04/2009,Men,Marathon
78,02:05:21,Eliud Kiptanui,KEN,06/06/1989,2,Berlin,27/09/2015,Men,Marathon
78,02:05:21,Daniel Wanjiru,KEN,25/05/1992,1,Amsterdam,16/10/2016,Men,Marathon
80,02:05:23,Feyisa Lelisa,ETH,01/02/1990,4,Rotterdam,11/04/2010,Men,Marathon
81,02:05:24,Samuel Wanjiru,KEN,10/11/1986,2,London,13/04/2008,Men,Marathon
82,02:05:25,Bado Worku,ETH,22/07/1988,3,Berlin,26/09/2010,Men,Marathon
82,02:05:25,Albert Matebor,KEN,20/12/1980,3,Frankfurt,30/10/2011,Men,Marathon
84,02:05:27,Jaouad Gharib,MAR,22/05/1972,3,London,26/04/2009,Men,Marathon
84,02:05:27,Wilson Chebet,KEN,07/12/1985,1,Rotterdam,10/04/2011,Men,Marathon
84,02:05:27,Tilahun Regessa,ETH,18/01/1990,3,Chicago,07/10/2012,Men,Marathon
87,02:05:28,Lemi Berhanu,ETH,13/09/1994,1,Dubai,23/01/2015,Men,Marathon
88,02:05:29,Haile Gebrselassie,ETH,18/04/1973,1,Dubai,16/01/2009,Men,Marathon
89,02:05:30,Abderrahim Goumri,MAR,21/05/1976,3,London,13/04/2008,Men,Marathon
89,02:05:30,Eliud Kipchoge,KEN,05/11/1984,1,Hamburg,21/04/2013,Men,Marathon
91,02:05:31,Evans Chebet,KEN,05/03/1988,3,Berlin,25/09/2016,Men,Marathon
92,02:05:33,Vincent Kipruto,KEN,13/09/1987,2,Rotterdam,10/04/2011,Men,Marathon
92,02:05:33,Evans Barkokwet,KEN,05/03/1988,2,Seoul,20/03/2016,Men,Marathon
94,02:05:36,James Kipsang Kwambai,KEN,28/02/1983,2,Berlin,28/09/2008,Men,Marathon
94,02:05:36,Wilson Chebet,KEN,07/12/1985,1,Amsterdam,20/10/2013,Men,Marathon
96,02:05:37,Moses Mosop,KEN,17/07/1985,1,Chicago,09/10/2011,Men,Marathon
96,02:05:37,Wilson Loyanai,KEN,20/11/1988,1,Seoul,18/03/2012,Men,Marathon
98,02:05:38,Khalid Khannouchi,USA,22/12/1971,1,London,14/04/2002,Men,Marathon
98,02:05:38,Tilahun Regessa,ETH,18/01/1990,1,Rotterdam,14/04/2013,Men,Marathon
100,02:05:39,Eliud Kiptanui,KEN,06/06/1989,1,Praha,09/05/2010,Men,Marathon
101,02:05:41,Samuel Wanjiru,KEN,10/11/1986,1,Chicago,11/10/2009,Men,Marathon
101,02:05:41,Dadi Yami,ETH,01/01/1982,6,Dubai,27/01/2012,Men,Marathon
101,02:05:41,Wilson Chebet,KEN,07/12/1985,1,Amsterdam,21/10/2012,Men,Marathon
